frequency,intensity
136.0,19.32
137.0,19.315
138.0,19.31
139.0,19.305
140.0,19.3
141.0,19.295
142.0,19.29
143.0,19.285
144.0,19.28
145.0,19.275
146.0,19.27
147.0,19.265
148.0,19.26
149.0,19.255
150.0,19.25
151.0,19.245
152.0,19.24
153.0,19.235
154.0,19.23
155.0,19.225
156.0,19.22
157.0,19.215
158.0,19.21
159.0,19.205
160.0,19.2
161.0,19.195
162.0,19.19
163.0,19.185
164.0,19.18
165.0,19.175
166.0,19.17
167.0,19.165
168.0,19.16
169.0,19.155
170.0,19.15
171.0,19.145
172.0,19.14
173.0,19.135
174.0,19.13
175.0,19.125
176.0,19.12
177.0,19.115
178.0,19.11
179.0,19.105
180.0,19.1
181.0,19.095
182.0,19.09
183.0,19.085
184.0,19.08
185.0,19.075
186.0,19.07
187.0,19.065
188.0,19.06
189.0,19.055
190.0,19.05
191.0,19.045
192.0,19.04
193.0,19.035
194.0,19.03
195.0,19.025
196.0,19.02
197.0,19.015
198.0,19.01
199.0,19.005
200.0,19.0
201.0,18.995
202.0,18.99
203.0,18.985
204.0,18.98
205.0,18.975
206.0,18.97
207.0,18.965
208.0,18.96
209.0,18.955
210.0,18.95
211.0,18.945
212.0,18.94
213.0,18.935
214.0,18.93
215.0,18.925
216.0,18.92
217.0,18.915
218.0,18.91
219.0,18.905
220.0,18.9
221.0,18.895
222.0,18.89
223.0,18.885
224.0,18.88
225.0,18.875
226.0,18.87
227.0,18.865
228.0,18.86
229.0,18.855
230.0,18.85
231.0,18.845
232.0,18.84
233.0,18.835
234.0,18.83
235.0,18.825
236.0,18.82
237.0,18.815
238.0,18.81
239.0,18.805
240.0,18.8
241.0,18.795
242.0,18.79
243.0,18.785
244.0,18.78
245.0,18.775
246.0,18.77
247.0,18.765
248.0,18.76
249.0,18.755
250.0,18.75
251.0,18.745
252.0,18.74
253.0,18.735
254.0,18.73
255.0,18.725
256.0,18.72
257.0,18.715
258.0,18.71
259.0,18.705
260.0,18.7
261.0,18.695
262.0,18.69
263.0,18.685
264.0,18.68
265.0,18.675
266.0,18.67
267.0,18.665
268.0,18.66
269.0,18.655
270.0,18.65
271.0,18.645
272.0,18.64
273.0,18.635
274.0,18.63
275.0,18.625
276.0,18.62
277.0,18.615
278.0,18.61
279.0,18.605
280.0,18.6
281.0,18.595
282.0,18.59
283.0,18.585
284.0,18.58
285.0,18.575
286.0,18.57
287.0,18.565
288.0,18.56
289.0,18.555
290.0,18.55
291.0,18.545
292.0,18.54
293.0,18.535
294.0,18.53
295.0,18.525
296.0,18.52
297.0,18.515
298.0,18.51
299.0,18.505
300.0,18.5
301.0,18.495
302.0,18.49
303.0,18.485
304.0,18.48
305.0,18.475
306.0,18.47
307.0,18.465
308.0,18.46
309.0,18.455
310.0,18.45
311.0,18.445
312.0,18.44
313.0,18.435
314.0,18.43
315.0,18.425
316.0,18.42
317.0,18.415
318.0,18.41
319.0,18.405
320.0,18.4
321.0,18.395
322.0,18.39
323.0,18.385
324.0,18.38
325.0,18.375
326.0,18.37
327.0,18.365
328.0,18.36
329.0,18.355
330.0,18.35
331.0,18.345
332.0,18.34
333.0,18.335
334.0,18.33
335.0,18.325
336.0,18.32
337.0,18.315
338.0,18.31
339.0,18.305
340.0,18.3
341.0,18.295
342.0,18.29
343.0,18.285
344.0,18.28
345.0,18.275
346.0,18.27
347.0,18.265
348.0,18.26
349.0,18.255
350.0,18.25
351.0,18.245
352.0,18.24
353.0,18.235
354.0,18.23
355.0,18.225
356.0,18.22
357.0,18.215
358.0,18.21
359.0,18.205
360.0,18.2
361.0,18.195
362.0,18.19
363.0,18.185
364.0,18.18
365.0,18.175
366.0,18.17
367.0,18.165
368.0,18.16
369.0,18.155
370.0,18.15
371.0,18.145
372.0,18.14
373.0,18.135
374.0,18.13
375.0,18.125
376.0,18.12
377.0,18.115
378.0,18.11
379.0,18.105
380.0,18.1
381.0,18.095
382.0,18.09
383.0,18.085
384.0,18.08
385.0,18.075
386.0,18.07
387.0,18.065
388.0,18.06
389.0,18.055
390.0,18.05
391.0,18.045
392.0,18.04
393.0,18.035
394.0,18.03
395.0,18.025
396.0,18.02
397.0,18.015
398.0,18.01
399.0,18.005
400.0,18.0
401.0,17.995
402.0,17.99
403.0,17.985
404.0,17.98
405.0,17.975
406.0,17.97
407.0,17.965
408.0,17.96
409.0,17.955
410.0,17.95
411.0,17.945
412.0,17.94
413.0,17.935
414.0,17.93
415.0,17.925
416.0,17.92
417.0,17.915
418.0,17.91
419.0,17.905
420.0,17.9
421.0,17.895
422.0,17.89
423.0,17.884999999999998
424.0,17.88
425.0,17.875
426.0,17.87
427.0,17.865
428.0,17.86
429.0,17.855
430.0,17.85
431.0,17.845
432.0,17.84
433.0,17.835
434.0,17.83
435.0,17.825
436.0,17.82
437.0,17.815
438.0,17.81
439.0,17.805
440.0,17.8
441.0,17.795
442.0,17.79
443.0,17.785
444.0,17.78
445.0,17.775
446.0,17.77
447.0,17.765
448.0,17.759999999999998
449.0,17.755
450.0,17.75
451.0,17.745
452.0,17.74
453.0,17.735
454.0,17.73
455.0,17.725
456.0,17.72
457.0,17.715
458.0,17.71
459.0,17.705
460.0,17.7
461.0,17.695
462.0,17.69
463.0,17.685
464.0,17.68
465.0,17.675
466.0,17.67
467.0,17.665
468.0,17.66
469.0,17.655
470.0,17.65
471.0,17.645
472.0,17.64
473.0,17.634999999999998
474.0,17.63
475.0,17.625
476.0,17.62
477.0,17.615
478.0,17.61
479.0,17.605
480.0,17.6
481.0,17.595
482.0,17.59
483.0,17.585
484.0,17.58
485.0,17.575
486.0,17.57
487.0,17.565
488.0,17.56
489.0,17.555
490.0,17.55
491.0,17.545
492.0,17.54
493.0,17.535
494.0,17.53
495.0,17.525
496.0,17.52
497.0,17.515
498.0,17.509999999999998
499.0,17.505
500.0,17.5
501.0,17.495
502.0,17.49
503.0,17.485
504.0,17.48
505.0,17.475
506.0,17.47
507.0,17.465
508.0,17.46
509.0,17.455
510.0,17.45
511.0,17.445
512.0,17.44
513.0,17.435
514.0,17.43
515.0,17.425
516.0,17.42
517.0,17.415
518.0,17.41
519.0,17.405
520.0,17.4
521.0,17.395
522.0,17.39
523.0,17.384999999999998
524.0,17.38
525.0,17.375
526.0,17.37
527.0,17.365
528.0,17.36
529.0,17.355
530.0,17.35
531.0,17.345
532.0,17.34
533.0,17.335
534.0,17.33
535.0,17.325
536.0,17.32
537.0,17.315
538.0,17.31
539.0,17.305
540.0,17.3
541.0,17.295
542.0,17.29
543.0,17.285
544.0,17.28
545.0,17.275
546.0,17.27
547.0,17.265
548.0,17.259999999999998
549.0,17.255
550.0,17.25
551.0,17.245
552.0,17.24
553.0,17.235
554.0,17.23
555.0,17.225
556.0,17.22
557.0,17.215
558.0,17.21
559.0,17.205
560.0,17.2
561.0,17.195
562.0,17.19
563.0,17.185
564.0,17.18
565.0,17.175
566.0,17.17
567.0,17.165
568.0,17.16
569.0,17.155
570.0,17.15
571.0,17.145
572.0,17.14
573.0,17.134999999999998
574.0,17.13
575.0,17.125
576.0,17.12
577.0,17.115
578.0,17.11
579.0,17.105
580.0,17.1
581.0,17.095
582.0,17.09
583.0,17.085
584.0,17.08
585.0,17.075
586.0,17.07
587.0,17.065
588.0,17.06
589.0,17.055
590.0,17.05
591.0,17.045
592.0,17.04
593.0,17.035
594.0,17.03
595.0,17.025
596.0,17.02
597.0,17.015
598.0,17.009999999999998
599.0,17.005
600.0,17.0
601.0,16.995
602.0,16.99
603.0,16.985
604.0,16.98
605.0,16.975
606.0,16.97
607.0,16.965
608.0,16.96
609.0,16.955
610.0,16.95
611.0,16.945
612.0,16.94
613.0,16.935
614.0,16.93
615.0,16.925
616.0,16.92
617.0,16.915
618.0,16.91
619.0,16.905
620.0,16.9
621.0,16.895
622.0,16.89
623.0,16.884999999999998
624.0,16.88
625.0,16.875
626.0,16.87
627.0,16.865
628.0,16.86
629.0,16.855
630.0,16.85
631.0,16.845
632.0,16.84
633.0,16.835
634.0,16.83
635.0,16.825
636.0,16.82
637.0,16.815
638.0,16.81
639.0,16.805
640.0,16.8
641.0,16.795
642.0,16.79
643.0,16.785
644.0,16.78
645.0,16.775
646.0,16.77
647.0,16.765
648.0,16.759999999999998
649.0,16.755
650.0,16.75
651.0,16.745
652.0,16.74
653.0,16.735
654.0,16.73
655.0,16.725
656.0,16.72
657.0,16.715
658.0,16.71
659.0,16.705
660.0,16.7
661.0,16.695
662.0,16.69
663.0,16.685
664.0,16.68
665.0,16.675
666.0,16.67
667.0,16.665
668.0,16.66
669.0,16.655
670.0,16.65
671.0,16.645
672.0,16.64
673.0,16.634999999999998
674.0,16.63
675.0,16.625
676.0,16.62
677.0,16.615
678.0,16.61
679.0,16.605
680.0,16.6
681.0,16.595
682.0,16.59
683.0,16.585
684.0,16.58
685.0,16.575
686.0,16.57
687.0,16.565
688.0,16.56
689.0,16.555
690.0,16.55
691.0,16.545
692.0,16.54
693.0,16.535
694.0,16.53
695.0,16.525
696.0,16.52
697.0,16.515
698.0,16.509999999999998
699.0,16.505
700.0,16.5
701.0,16.495
702.0,16.49
703.0,16.485
704.0,16.48
705.0,16.475
706.0,16.47
707.0,16.465
708.0,16.46
709.0,16.455
710.0,16.45
711.0,16.445
712.0,16.44
713.0,16.435
714.0,16.43
715.0,16.425
716.0,16.42
717.0,16.415
718.0,16.41
719.0,16.405
720.0,16.4
721.0,16.395
722.0,16.39
723.0,16.384999999999998
724.0,16.38
725.0,16.375
726.0,16.37
727.0,16.365
728.0,16.36
729.0,16.355
730.0,16.35
731.0,16.345
732.0,16.34
733.0,16.335
734.0,16.33
735.0,16.325
736.0,16.32
737.0,16.315
738.0,16.31
739.0,16.305
740.0,16.3
741.0,16.295
742.0,16.29
743.0,16.285
744.0,16.28
745.0,16.275
746.0,16.27
747.0,16.265
748.0,16.259999999999998
749.0,16.255
750.0,16.25
751.0,16.245
752.0,16.24
753.0,16.235
754.0,16.23
755.0,16.225
756.0,16.22
757.0,16.215
758.0,16.21
759.0,16.205
760.0,16.2
761.0,16.195
762.0,16.19
763.0,16.185
764.0,16.18
765.0,16.175
766.0,16.17
767.0,16.165
768.0,16.16
769.0,16.155
770.0,16.15
771.0,16.145
772.0,16.14
773.0,16.134999999999998
774.0,16.13
775.0,16.125
776.0,16.12
777.0,16.115
778.0,16.11
779.0,16.105
780.0,16.1
781.0,16.095
782.0,16.09
783.0,16.085
784.0,16.08
785.0,16.075
786.0,16.07
787.0,16.065
788.0,16.06
789.0,16.055
790.0,16.05
791.0,16.045
792.0,16.04
793.0,16.035
794.0,16.03
795.0,16.025
796.0,16.02
797.0,16.015
798.0,16.009999999999998
799.0,16.005
800.0,16.0
801.0,15.995000000000001
802.0,15.99
803.0,15.985
804.0,15.98
805.0,15.975
806.0,15.969999999999999
807.0,15.965
808.0,15.96
809.0,15.955
810.0,15.95
811.0,15.945
812.0,15.94
813.0,15.934999999999999
814.0,15.93
815.0,15.925
816.0,15.92
817.0,15.915
818.0,15.91
819.0,15.905000000000001
820.0,15.9
821.0,15.895
822.0,15.89
823.0,15.885
824.0,15.879999999999999
825.0,15.875
826.0,15.870000000000001
827.0,15.865
828.0,15.86
829.0,15.855
830.0,15.85
831.0,15.844999999999999
832.0,15.84
833.0,15.835
834.0,15.83
835.0,15.825
836.0,15.82
837.0,15.815
838.0,15.809999999999999
839.0,15.805
840.0,15.8
841.0,15.795
842.0,15.79
843.0,15.785
844.0,15.780000000000001
845.0,15.775
846.0,15.77
847.0,15.765
848.0,15.76
849.0,15.754999999999999
850.0,15.75
851.0,15.745000000000001
852.0,15.74
853.0,15.735
854.0,15.73
855.0,15.725
856.0,15.719999999999999
857.0,15.715
858.0,15.71
859.0,15.705
860.0,15.7
861.0,15.695
862.0,15.69
863.0,15.684999999999999
864.0,15.68
865.0,15.675
866.0,15.67
867.0,15.665
868.0,15.66
869.0,15.655000000000001
870.0,15.649999999999999
871.0,15.645
872.0,15.64
873.0,15.635
874.0,15.629999999999999
875.0,15.625
876.0,15.620000000000001
877.0,15.615
878.0,15.61
879.0,15.605
880.0,15.6
881.0,15.594999999999999
882.0,15.59
883.0,15.585
884.0,15.58
885.0,15.575
886.0,15.57
887.0,15.565
888.0,15.559999999999999
889.0,15.555
890.0,15.55
891.0,15.545
892.0,15.54
893.0,15.535
894.0,15.530000000000001
895.0,15.524999999999999
896.0,15.52
897.0,15.515
898.0,15.51
899.0,15.504999999999999
900.0,15.5
901.0,15.495000000000001
902.0,15.49
903.0,15.485
904.0,15.48
905.0,15.475
906.0,15.469999999999999
907.0,15.465
908.0,15.46
909.0,15.455
910.0,15.45
911.0,15.445
912.0,15.44
913.0,15.434999999999999
914.0,15.43
915.0,15.425
916.0,15.42
917.0,15.415
918.0,15.41
919.0,15.405000000000001
920.0,15.399999999999999
921.0,15.395
922.0,15.39
923.0,15.385
924.0,15.379999999999999
925.0,15.375
926.0,15.370000000000001
927.0,15.365
928.0,15.36
929.0,15.355
930.0,15.35
931.0,15.344999999999999
932.0,15.34
933.0,15.335
934.0,15.33
935.0,15.325
936.0,15.32
937.0,15.315
938.0,15.309999999999999
939.0,15.305
940.0,15.3
941.0,15.295
942.0,15.29
943.0,15.285
944.0,15.280000000000001
945.0,15.274999999999999
946.0,15.27
947.0,15.265
948.0,15.26
949.0,15.254999999999999
950.0,15.25
951.0,15.245000000000001
952.0,15.24
953.0,15.235
954.0,15.23
955.0,15.225
956.0,15.219999999999999
957.0,15.215
958.0,15.21
959.0,15.205
960.0,15.2
961.0,15.195
962.0,15.19
963.0,15.184999999999999
964.0,15.18
965.0,15.175
966.0,15.17
967.0,15.165
968.0,15.16
969.0,15.155000000000001
970.0,15.149999999999999
971.0,15.145
972.0,15.14
973.0,15.135
974.0,15.129999999999999
975.0,15.125
976.0,15.120000000000001
977.0,15.115
978.0,15.11
979.0,15.105
980.0,15.1
981.0,15.094999999999999
982.0,15.09
983.0,15.085
984.0,15.08
985.0,15.075
986.0,15.07
987.0,15.065
988.0,15.059999999999999
989.0,15.055
990.0,15.05
991.0,15.045
992.0,15.04
993.0,15.035
994.0,15.030000000000001
995.0,15.024999999999999
996.0,15.02
997.0,15.015
998.0,15.01
999.0,15.004999999999999
1000.0,15.0
