frequency,intensity
1.37,8.237332
1.38,8.942884
1.39,7.208464
1.4,7.976595
1.41,8.266429
1.42,9.191503
1.43,6.964589
1.44,8.701487
1.45,8.442364
1.46,9.055188
1.47,8.521833
1.48,8.093029
1.49,7.72051
1.5,7.248665
1.51,8.187406
1.52,7.936178
1.53,9.374354
1.54,7.664414
1.55,8.270235
1.56,7.042529
1.57,7.805728
1.58,8.232925
1.59,8.599152
1.6,9.005244
1.61,8.035681
1.62,7.338568
1.63,8.362779
1.64,8.401618
1.65,8.385554
1.66,7.611188
1.67,8.803475
1.68,8.124307
1.69,8.52246
1.7,8.896121
1.71,8.4644
1.72,8.255008
1.73,9.468489
1.74,8.227978
1.75,7.877594
1.76,8.143149
1.77,9.03457
1.78,8.148333
1.79,8.409164
1.8,8.849194
1.81,7.73901
1.82,6.950497
1.83,8.267792
1.84,8.222894
1.85,7.678759
1.86,8.640571
1.87,8.469683
1.88,7.428419
1.89,8.412405
1.9,7.948495
1.91,7.112396
1.92,8.371179
1.93,8.047772
1.94,7.593127
1.95,8.417874
1.96,8.39562
1.97,7.703359
1.98,8.339387
1.99,8.73935
2,7.616723
2.05,8.329532
2.1,8.085741
2.15,9.558853
2.2,6.877445
2.25,8.541873
2.3,7.892875
2.35,8.028801
2.4,9.331958
2.45,8.092348
2.5,9.556529
2.55,7.814514
2.6,8.331738
2.65,7.786848
2.7,7.658946
2.75,8.150501
2.8,7.92821
2.85,8.245494
2.9,6.7476
2.95,9.419465
3,8.011306
3.05,9.254735
3.1,7.469216
3.15,8.315979
3.2,10.185035
3.25,7.56449
3.3,7.159861
3.35,7.778565
3.4,8.442905
3.45,8.588449
3.5,8.978506
3.55,7.9747
3.6,7.102284
3.65,7.862967
3.7,8.953871
3.75,8.452395
3.8,6.879693
3.85,8.130908
3.9,9.064488
3.95,9.539923
4,8.52475
4.05,8.362687
4.1,7.357493
4.15,7.617505
4.2,8.198094
4.25,8.496663
4.3,8.548689
4.35,7.862719
4.4,7.426777
4.45,7.671965
4.5,7.427473
4.55,8.599706
4.6,6.680491
4.65,7.968825
4.7,8.479859
4.75,9.178728
4.8,8.237746
4.85,8.844217
4.9,7.936011
4.95,7.713481
5,7.760968
5.05,9.194071
5.1,8.849526
5.15,8.52207
5.2,10.371914
5.25,8.188195
5.3,8.614422
5.35,8.413106
5.4,8.070922
5.45,9.722636
5.5,9.198393
5.55,7.311414
5.6,7.96315
5.65,8.503443
5.7,8.736067
5.75,7.352481
5.8,6.76483
5.85,6.993779
5.9,8.188667
5.95,8.169779
6,8.463224
6.05,7.740514
6.1,7.447018
6.15,6.929763
6.2,8.460683
6.25,8.489215
6.3,8.896094
6.35,8.766633
6.4,8.130618
6.45,9.133569
6.5,8.169877
6.55,7.830937
6.6,7.92407
6.65,7.884283
6.7,6.858645
6.75,8.369949
6.8,8.432726
6.85,8.03679
6.9,7.810227
6.95,8.517858
7,9.394112
7.05,8.304972
7.1,7.952104
7.15,7.899584
7.2,8.240641
7.25,7.465843
7.3,8.208478
7.35,8.331623
7.4,9.492852
7.45,8.909024
7.5,8.96984
7.55,7.836258
7.6,8.737077
7.65,7.562983
7.7,8.508308
7.75,8.579665
7.8,7.81127
7.85,9.610984
7.9,8.68213
7.95,7.078513
8,8.676594
8.05,8.054365
8.1,8.322024
8.15,8.625824
8.2,8.578869
8.25,7.001519
8.3,7.576005
8.35,8.833062
8.4,9.178582
8.45,9.571792
8.5,9.508744
8.55,7.002527
8.6,8.840729
8.65,7.096917
8.7,9.393286
8.75,8.511061
8.8,7.606562
8.85,9.656695
8.9,8.77078
8.95,7.124898
9,8.546872
9.05,7.882935
9.1,8.432836
9.15,8.061164
9.2,9.261266
9.25,7.452967
9.3,8.604598
9.35,9.620017
9.4,7.989521
9.45,8.829487
9.5,9.121793
9.55,9.042828
9.6,10.695052
9.65,11.471948
9.7,12.314763
9.75,15.939978
9.8,17.392903
9.85,18.847981
9.9,20.331885
9.95,21.452117
10,23.194719
10.05,21.870581
10.1,21.052036
10.15,18.84822
10.2,17.294374
10.25,14.738475
10.3,13.447749
10.35,11.316648
10.4,10.843862
10.45,9.962732
10.5,8.953081
10.55,8.175935
10.6,7.962029
10.65,8.009216
10.7,7.812106
10.75,8.998447
10.8,8.399617
10.85,9.449358
10.9,9.911148
10.95,8.446848
11,7.42667
11.05,8.186801
11.1,8.38766
11.15,7.471047
11.2,8.277612
11.25,8.628846
11.3,8.145601
11.35,7.946649
11.4,7.95483
11.45,9.611261
11.5,8.348041
11.55,7.914249
11.6,8.213212
11.65,9.077811
11.7,8.01433
11.75,8.774468
11.8,8.936281
11.85,8.95197
11.9,9.376731
11.95,8.111002
12,9.206977
12.05,7.957229
12.1,8.216716
12.15,9.253805
12.2,9.012774
12.25,8.481473
12.3,7.70757
12.35,8.848945
12.4,8.076001
12.45,7.887094
12.5,8.068207
12.55,8.65159
12.6,7.114571
12.65,8.72961
12.7,8.610026
12.75,8.118912
12.8,9.174726
12.85,8.900028
12.9,8.110374
12.95,8.070814
13,8.960038
13.05,7.524606
13.1,8.295712
13.15,8.103598
13.2,8.561059
13.25,8.654731
13.3,8.543269
13.35,9.258866
13.4,8.671313
13.45,8.320182
13.5,7.739726
13.55,8.997837
13.6,8.873782
13.65,9.475365
13.7,8.048343
13.75,8.553209
13.8,8.499735
13.85,8.482786
13.9,8.548332
13.95,7.428973
14,9.081507
14.05,8.971693
14.1,9.283758
14.15,10.013014
14.2,8.345302
14.25,8.530975
14.3,8.562665
14.35,9.820562
14.4,7.434683
14.45,8.877558
14.5,7.607601
14.55,6.887452
14.6,7.253762
14.65,7.670982
14.7,9.265826
14.75,8.008352
14.8,8.426765
14.85,7.820153
14.9,8.975377
14.95,7.863807
15,9.438376
15.05,7.938204
15.1,8.088403
15.15,8.667139
15.2,8.605236
15.25,9.517037
15.3,8.671067
15.35,7.809523
15.4,8.232208
15.45,8.225927
15.5,9.071323
15.55,8.851318
15.6,8.526055
15.65,9.170709
15.7,8.263746
15.75,8.52052
15.8,8.728367
15.85,9.605991
15.9,8.550426
15.95,8.388251
16,7.938273
16.05,9.065796
16.1,8.239687
16.15,8.846844
16.2,7.389194
16.25,9.305102
16.3,7.76306
16.35,8.125335
16.4,9.320472
16.45,7.766773
16.5,8.584317
16.55,8.686012
16.6,7.990465
16.65,9.514214
16.7,9.617292
16.75,7.363312
16.8,7.704796
16.85,9.173765
16.9,7.803222
16.95,8.399346
17,8.73794
17.05,9.105203
17.1,8.512154
17.15,8.720929
17.2,8.155925
17.25,9.5026
17.3,8.342374
17.35,8.886916
17.4,8.335285
17.45,8.738719
17.5,8.56206
17.55,8.567521
17.6,8.01592
17.65,9.194299
17.7,9.59751
17.75,8.83818
17.8,9.157901
17.85,9.228375
17.9,9.288568
17.95,8.884304
18,8.826833
18.05,9.252213
18.1,8.73709
18.15,8.061042
18.2,8.711329
18.25,7.470094
18.3,8.695464
18.35,8.969725
18.4,9.506153
18.45,8.802827
18.5,9.309517
18.55,8.707605
18.6,8.044422
18.65,7.79401
18.7,8.082804
18.75,7.826857
18.8,9.128485
18.85,8.583345
18.9,9.090717
18.95,8.769459
19,9.402076
19.05,9.414283
19.1,8.307401
19.15,8.550276
19.2,8.383952
19.25,7.678146
19.3,9.172596
19.35,9.508126
19.4,8.732935
19.45,8.41824
19.5,9.449604
19.55,7.217989
19.6,8.859271
19.65,8.838743
19.7,8.376246
19.75,9.653519
19.8,9.381665
19.85,8.582625
19.9,8.697713
19.95,8.503537
20,8.42456
20.05,7.908792
20.1,9.65777
20.15,9.430685
20.2,9.282972
20.25,8.054523
20.3,10.120067
20.35,10.0563
20.4,8.893102
20.45,8.184793
20.5,8.211027
20.55,9.047932
20.6,8.184083
20.65,8.75697
20.7,9.48849
20.75,7.803097
20.8,10.087917
20.85,9.804213
20.9,7.983404
20.95,7.870298
21,8.606595
21.05,8.122229
21.1,8.622704
21.15,7.118001
21.2,8.648764
21.25,9.970923
21.3,8.074924
21.35,8.624859
21.4,7.835749
21.45,9.22049
21.5,8.660816
21.55,10.070387
21.6,8.944992
21.65,8.570264
21.7,9.171492
21.75,8.4864
21.8,7.946531
21.85,9.014982
21.9,8.706688
21.95,8.930098
22,9.067688
22.05,8.493592
22.1,9.100999
22.15,9.958175
22.2,8.110335
22.25,9.961513
22.3,8.676215
22.35,8.337677
22.4,10.415758
22.45,8.941092
22.5,9.733603
22.55,9.377124
22.6,7.756597
22.65,8.931406
22.7,8.516088
22.75,7.991073
22.8,7.71864
22.85,8.945453
22.9,9.273504
22.95,9.157382
23,8.721693
23.05,8.422738
23.1,8.326857
23.15,8.640421
23.2,8.370524
23.25,8.959954
23.3,9.138396
23.35,8.645187
23.4,9.166384
23.45,8.930394
23.5,9.549429
23.55,10.032771
23.6,9.995712
23.65,10.392417
23.7,9.248956
23.75,10.348225
23.8,11.082704
23.85,11.666971
23.9,10.599486
23.95,12.171233
24,13.323415
24.05,12.935942
24.1,13.543026
24.15,14.487176
24.2,14.978216
24.25,15.907872
24.3,16.190702
24.35,16.932371
24.4,17.02142
24.45,18.114036
24.5,19.722401
24.55,19.43613
24.6,20.087583
24.65,20.462762
24.7,21.82553
24.75,21.226823
24.8,22.770835
24.85,21.88718
24.9,22.040251
24.95,23.003099
25,23.002323
25.05,23.065682
25.1,23.424519
25.15,22.237183
25.2,22.479079
25.25,21.206138
25.3,22.150505
25.35,21.214554
25.4,20.570134
25.45,19.718239
25.5,18.42754
25.55,18.045369
25.6,17.892535
25.65,16.860179
25.7,16.266498
25.75,14.630936
25.8,14.983791
25.85,13.796148
25.9,12.955002
25.95,13.009075
26,11.393125
26.05,12.585479
26.1,12.258667
26.15,11.285182
26.2,10.329594
26.25,10.055646
26.3,10.303323
26.35,8.591908
26.4,10.082086
26.45,10.222918
26.5,9.440506
26.55,9.197171
26.6,9.532453
26.65,9.555484
26.7,9.967485
26.75,9.210081
26.8,8.702735
26.85,8.813549
26.9,9.201704
26.95,10.071453
27,8.833479
27.05,8.343506
27.1,8.451497
27.15,7.646599
27.2,9.217896
27.25,8.11468
27.3,8.195092
27.35,7.710816
27.4,8.267667
27.45,9.363558
27.5,8.141884
27.55,7.857508
27.6,9.111406
27.65,8.774716
27.7,9.278476
27.75,9.480088
27.8,8.99444
27.85,8.157709
27.9,8.922106
27.95,9.329091
28,8.626342
28.05,8.072307
28.1,9.724734
28.15,8.739507
28.2,8.744803
28.25,9.022563
28.3,9.68338
28.35,9.18631
28.4,8.799743
28.45,9.461108
28.5,10.414667
28.55,9.92254
28.6,9.459221
28.65,8.293746
28.7,11.463438
28.75,8.246843
28.8,8.785666
28.85,8.573776
28.9,10.087547
28.95,9.304585
29,8.105157
29.05,9.208078
29.1,9.39099
29.15,8.829841
29.2,8.245083
29.25,8.568284
29.3,8.756951
29.35,9.057023
29.4,8.705649
29.45,9.522825
29.5,8.428805
29.55,7.922206
29.6,8.568336
29.65,9.927053
29.7,8.679053
29.75,10.574459
29.8,9.373724
29.85,8.298706
29.9,8.514619
29.95,9.216417
30,8.294074
30.5,10.616079
31,8.441369
31.5,9.540689
32,10.059569
32.5,9.051691
33,8.487323
33.5,8.968876
34,9.393316
34.5,9.73839
35,9.21706
35.5,8.280858
36,9.229084
36.5,8.774222
37,7.802892
37.5,8.77843
38,8.310354
38.5,9.63226
39,10.523621
39.5,10.476964
40,8.904797
40.5,8.981932
41,9.741549
41.5,9.991522
42,9.037096
42.5,9.223894
43,10.758184
43.5,9.260648
44,9.021583
44.5,9.421273
45,9.72616
45.5,8.691045
46,9.199144
46.5,8.607701
47,9.19002
47.5,10.598958
48,9.926787
48.5,9.95465
49,11.987489
49.5,17.693596
50,21.850444
50.5,17.537337
51,13.549629
51.5,9.141204
52,9.281819
52.5,10.543852
53,8.104308
53.5,10.183225
54,8.208538
54.5,9.354288
55,9.301328
55.5,9.949632
56,7.363483
56.5,8.167186
57,9.045408
57.5,9.436587
58,8.831034
58.5,9.266813
59,8.637849
59.5,9.146253
60,8.854635
60.5,9.561336
61,9.778071
61.5,10.328715
62,8.96754
62.5,9.184159
63,9.41827
63.5,9.191663
64,9.345434
64.5,8.359424
65,9.611839
65.5,8.77043
66,8.738135
66.5,8.322484
67,10.103775
67.5,9.25184
68,10.084274
68.5,9.507726
69,8.21693
69.5,8.612858
70,9.802825
70.5,8.80515
71,8.586562
71.5,9.170903
72,9.164578
72.5,8.617572
73,9.119705
73.5,9.568022
74,10.579819
74.5,17.326511
75,19.337012
75.5,17.828777
76,11.478021
76.5,8.796905
77,10.044049
77.5,8.287006
78,9.543787
78.5,12.647401
79,17.17131
79.5,22.863768
80,27.244313
80.5,23.790654
81,18.17437
81.5,12.573192
82,11.839003
82.5,8.129226
83,9.052116
83.5,8.345662
84,9.77566
84.5,9.546316
85,9.489202
85.5,8.480617
86,8.488191
86.5,7.639794
87,10.057619
87.5,9.278981
88,8.916979
88.5,10.517174
89,12.982106
89.5,17.257537
90,17.805529
90.5,16.130679
91,12.563168
91.5,10.054611
92,9.593039
92.5,8.148453
93,8.855723
93.5,10.190369
94,9.191353
94.5,9.292131
95,8.698373
95.5,9.194301
96,9.85236
96.5,8.733438
97,9.444154
97.5,8.068589
98,9.075336
98.5,9.823639
99,11.016701
99.5,16.578575
100,18.013469
100.5,15.309261
101,11.44048
101.5,10.39534
102,8.764289
102.5,9.085209
103,7.980411
103.5,8.490045
104,7.658652
104.5,8.03593
105,8.934048
105.5,8.349655
106,9.301692
106.5,8.210522
107,8.19719
107.5,9.139462
108,7.87181
108.5,7.289379
109,9.106899
109.5,8.514166
110,6.821478
110.5,8.24175
111,7.934339
111.5,9.31499
112,7.691094
112.5,7.77159
113,7.54154
113.5,7.432438
114,7.646594
114.5,7.152978
115,7.40054
115.5,7.011106
116,7.066806
116.5,7.010986
117,7.67085
117.5,7.550129
118,7.182342
118.5,8.275547
119,7.918651
119.5,7.654454
120,7.619107
120.5,8.941629
121,8.047825
121.5,8.186758
122,6.182993
122.5,7.430583
123,6.507147
123.5,8.198383
124,10.91845
124.5,14.321732
125,17.481664
125.5,14.068943
126,10.997486
126.5,7.38671
127,7.64309
127.5,7.997042
128,8.054728
128.5,7.611346
129,8.942955
129.5,7.401022
130,7.365683
130.5,5.853767
131,8.786057
131.5,7.385392
132,6.850013
132.5,8.462388
133,8.396452
133.5,7.653558
134,6.640422
134.5,7.835635
135,7.149783
135.5,6.783283
136,8.213285
136.5,6.139932
137,7.886013
137.5,7.807398
138,8.833655
138.5,7.703767
139,6.146554
139.5,6.933415
140,7.511517
140.5,7.693421
141,8.09289
141.5,6.174862
142,7.227713
142.5,8.066359
143,8.43354
143.5,8.633878
144,7.165067
144.5,8.126897
145,8.521058
145.5,8.182431
146,7.869573
146.5,7.932995
147,6.877783
147.5,6.453309
148,8.11322
148.5,7.830866
149,10.197669
149.5,13.712313
150,16.062089
150.5,14.235107
151,9.542426
151.5,8.087007
152,7.615675
152.5,7.320466
153,6.879938
153.5,7.873693
154,8.57924
154.5,6.971126
155,8.164508
155.5,7.940569
156,5.638639
156.5,6.869449
157,6.952167
157.5,7.87512
158,7.491257
158.5,7.679137
159,7.786663
159.5,6.791356
160,6.89323
160.5,6.586711
161,7.274278
161.5,7.311168
162,7.503763
162.5,6.923887
163,7.990299
163.5,8.001863
164,8.415923
164.5,7.87824
165,7.541937
165.5,7.864153
166,7.829397
166.5,7.015617
167,8.28389
167.5,8.569574
168,8.744558
168.5,7.489688
169,7.685074
169.5,7.752696
170,7.488452
170.5,7.901033
171,7.428658
171.5,7.391483
172,8.673581
172.5,7.663072
173,7.721701
173.5,8.909733
174,10.663905
174.5,14.642282
175,16.852022
175.5,14.5887
176,12.57567
176.5,11.03929
177,13.058134
177.5,14.204173
178,17.951071
178.5,20.22672
179,21.976651
179.5,23.129424
180,23.96994
180.5,21.942597
181,21.132103
181.5,19.719014
182,17.680534
182.5,15.038913
183,12.320383
183.5,11.339864
184,9.677468
184.5,8.399683
185,8.752976
185.5,8.078696
186,8.820773
186.5,8.394299
187,8.40804
187.5,8.134071
188,7.382351
188.5,7.335767
189,7.002215
189.5,9.845354
190,7.28833
190.5,7.869796
191,7.788322
191.5,7.856397
192,7.67615
192.5,6.858163
193,7.440692
193.5,7.202638
194,8.041342
194.5,7.696311
195,7.711778
195.5,8.31628
196,7.814768
196.5,8.817175
197,7.978595
197.5,8.40305
198,7.513725
198.5,9.440786
199,10.861161
199.5,14.937869
200,16.876831
200.5,14.596164
201,11.339309
201.5,8.873523
202,9.396966
202.5,9.04746
203,8.763317
203.5,7.700868
204,7.772184
204.5,8.074049
205,8.365169
205.5,8.834525
206,7.979487
206.5,9.34628
207,8.602483
207.5,7.310818
208,8.329161
208.5,6.976745
209,8.187494
209.5,8.338186
210,8.317349
210.5,8.521688
211,8.495911
211.5,8.385108
212,9.766594
212.5,9.598569
213,8.085569
213.5,9.661649
214,7.811537
214.5,8.354699
215,9.894298
215.5,7.465889
216,9.313833
216.5,8.144017
217,8.883693
217.5,8.8786
218,10.117285
218.5,8.505508
219,9.005761
219.5,9.476323
220,8.92316
220.5,8.570438
221,9.084177
221.5,9.201237
222,9.733382
222.5,8.574103
223,9.022328
223.5,10.181362
224,11.947037
224.5,15.3409
225,17.333719
225.5,15.042908
226,11.603633
226.5,10.35951
227,8.737862
227.5,10.1138
228,9.502972
228.5,8.5474
229,9.57699
229.5,9.51749
230,9.919744
230.5,10.19301
231,9.216841
231.5,9.010055
232,9.09113
232.5,8.862054
233,9.029141
233.5,9.713642
234,9.552842
234.5,9.237555
235,9.0909
235.5,9.810529
236,9.271805
236.5,8.934987
237,9.525544
237.5,9.465052
238,8.954081
238.5,10.199698
239,10.224156
239.5,9.712829
240,9.783209
240.5,10.052348
241,9.700842
241.5,10.311402
242,10.819361
242.5,9.805941
243,10.05022
243.5,10.342001
244,9.564497
244.5,9.060556
245,10.392345
245.5,8.792997
246,10.984445
246.5,10.396273
247,9.961785
247.5,9.893833
248,11.126533
248.5,10.04052
249,11.954133
249.5,15.589124
250,17.587398
250.5,15.337447
251,12.835745
251.5,10.785139
252,9.514074
252.5,10.971247
253,9.017277
253.5,9.096642
254,10.17586
254.5,9.80115
255,10.2119
255.5,9.542141
256,9.276626
256.5,9.532247
257,9.510796
257.5,10.299391
258,9.648908
258.5,10.458276
259,10.347787
259.5,10.643843
260,10.554566
260.5,10.480297
261,10.471966
261.5,9.636531
262,9.802702
262.5,8.783614
263,10.162829
263.5,9.534964
264,10.233363
264.5,10.314394
265,9.091567
265.5,9.310056
266,9.740328
266.5,9.629041
267,10.071851
267.5,9.209797
268,9.988752
268.5,8.857564
269,8.550982
269.5,10.41409
270,9.095993
270.5,9.576421
271,9.014738
271.5,9.015688
272,9.668304
272.5,9.670436
273,10.700146
273.5,11.027746
274,12.585845
274.5,16.389905
275,18.305007
275.5,16.151646
276,12.465253
276.5,11.358343
277,11.158602
277.5,10.300888
278,10.999961
278.5,10.44216
279,10.383178
279.5,9.114146
280,9.090071
280.5,9.772589
281,8.710248
281.5,9.400386
282,10.339756
282.5,9.33359
283,10.102245
283.5,8.866866
284,9.4136
284.5,10.388774
285,9.847927
285.5,9.889721
286,10.797543
286.5,10.520622
287,9.095766
287.5,10.510179
288,9.24126
288.5,9.617163
289,9.625719
289.5,10.300352
290,8.85571
290.5,9.870117
291,9.90351
291.5,10.076699
292,9.398605
292.5,10.173543
293,9.044622
293.5,10.238349
294,9.707191
294.5,8.553496
295,9.713858
295.5,9.550267
296,9.187403
296.5,8.924784
297,9.23302
297.5,8.453028
298,10.614359
298.5,9.466117
299,11.762152
299.5,15.963267
300,17.194798
301,12.662639
302,14.37126
303,9.119783
304,12.083848
305,9.791649
306,13.000006
307,8.95487
308,11.446478
309,9.898055
310,12.465534
311,8.12535
312,12.441898
313,8.00711
314,11.479437
315,8.139433
316,11.247315
317,8.254113
318,11.140133
319,9.193244
320,11.613734
321,9.05859
322,12.02291
323,8.508914
324,14.142304
325,16.230633
326,15.098219
327,9.196105
328,11.906016
329,9.033765
330,11.60036
331,7.145854
332,11.396355
333,8.380819
334,10.773602
335,7.838521
336,10.380405
337,8.393071
338,11.125223
339,7.093007
340,10.647396
341,7.649024
342,9.818042
343,8.218648
344,10.156947
345,7.488283
346,9.809398
347,8.058066
348,10.43351
349,10.028236
350,16.890665
351,10.583013
352,10.602456
353,7.08455
354,10.424903
355,7.200862
356,11.841383
357,7.100369
358,9.520048
359,7.817763
360,9.416958
361,8.213408
362,11.148922
363,7.411479
364,10.069428
365,7.319103
366,9.940864
367,8.582739
368,10.510515
369,7.065084
370,10.927053
371,8.413134
372,10.238251
373,7.441683
374,12.889034
375,14.277113
376,13.1567
377,7.695269
378,8.488601
379,8.282473
380,7.778291
381,8.368217
382,7.593004
383,7.819289
384,8.437944
385,7.982163
386,7.935308
387,9.856355
388,7.676908
389,7.917331
390,8.955906
391,7.327764
392,7.197385
393,6.966966
394,8.269203
395,8.354211
396,8.455443
397,7.123135
398,8.900525
399,11.778787
400,15.020298
401,11.079152
402,8.800638
403,8.413632
404,8.619888
405,7.5276
406,8.151425
407,7.508585
408,8.739144
409,8.705905
410,8.329782
411,8.619945
412,7.44854
413,9.05138
414,8.223627
415,8.645001
416,9.319981
417,8.137213
418,9.441132
419,8.777582
420,8.749239
421,9.126282
422,7.991605
423,9.454916
424,11.872638
425,16.467662
426,11.758302
427,8.965664
428,9.241888
429,8.991903
430,8.299409
431,8.968051
432,9.949318
433,9.095644
434,8.620706
435,9.681717
436,8.040955
437,7.896307
438,9.299996
439,9.447905
440,9.500545
441,8.803302
442,9.311431
443,8.525017
444,9.601116
445,8.431895
446,9.407533
447,9.700598
448,8.659543
449,12.216146
450,16.896224
451,13.600487
452,8.899558
453,9.86525
454,8.853002
455,8.797718
456,10.725346
457,10.138715
458,9.200177
459,9.887857
460,10.192655
461,9.935305
462,11.339445
463,10.362546
464,8.154947
465,10.100709
466,10.075485
467,10.782775
468,11.401888
469,11.581279
470,12.05538
471,14.548391
472,15.08979
473,15.671133
474,20.483408
475,25.371595
476,23.181999
477,19.907367
478,21.585034
479,21.150374
480,22.449939
481,21.395724
482,19.54731
483,20.270481
484,18.09074
485,17.963273
486,16.847226
487,15.402914
488,13.534663
489,12.717538
490,11.968351
491,11.576333
492,11.940248
493,11.06267
494,9.910548
495,10.757728
496,8.828936
497,10.015331
498,9.629045
499,12.553611
500,16.340706
501,11.843687
502,10.022691
503,9.171894
504,10.703185
505,8.902227
506,9.889835
507,9.450311
508,8.23109
509,9.842883
510,8.233013
511,7.434877
512,9.403328
513,9.506119
514,8.807396
515,8.56588
516,9.726614
517,9.121359
518,8.193532
519,9.056351
520,7.733566
521,8.139134
522,7.786693
523,7.303862
524,10.67108
525,15.679152
526,10.643854
527,8.218654
528,7.47891
529,8.75023
530,8.149373
531,8.428818
532,8.002604
533,7.271861
534,7.361985
535,8.501612
536,7.882769
537,8.386523
538,5.790966
539,8.53216
540,7.453919
541,9.152265
542,7.373357
543,7.68972
544,8.067174
545,7.035857
546,8.140282
547,7.130084
548,8.67874
549,11.069246
550,14.237663
551,10.024976
552,7.588078
553,7.570721
554,6.019949
555,6.957603
556,7.901517
557,6.443865
558,8.076836
559,6.815332
560,7.413027
561,6.437054
562,7.478973
563,7.446971
564,7.867906
565,7.993478
566,7.913208
567,7.220326
568,6.274668
569,7.920311
570,6.201417
571,6.754298
572,7.519189
573,7.66214
574,11.145942
575,13.401491
576,9.002117
577,7.175337
578,7.123853
579,6.772434
580,7.918303
581,6.840263
582,6.069977
583,7.309814
584,6.264581
585,8.120725
586,7.197612
587,6.117198
588,7.739238
589,8.586949
590,5.754603
591,7.655519
592,7.395389
593,7.208167
594,7.331281
595,7.442907
596,6.688773
597,8.083899
598,6.668147
599,11.579433
600,14.529922
601,9.574995
602,7.621017
603,8.208341
604,6.978117
605,7.214844
606,7.082778
607,8.127763
608,6.999137
609,7.413584
610,7.797541
611,7.338453
612,6.93774
613,6.656947
614,6.570598
615,6.819551
616,6.497444
617,7.173098
618,7.870833
619,7.741308
620,7.199585
621,7.106297
622,7.165811
623,7.321529
624,10.192878
625,14.619329
626,10.146835
627,8.362121
628,7.600423
629,9.600066
630,6.885778
631,8.211349
632,7.900601
633,7.64802
634,8.38571
635,8.313335
636,7.548585
637,8.551377
638,8.557902
639,9.186435
640,7.968797
641,9.350696
642,8.296205
643,7.168528
644,8.821289
645,8.456096
646,7.963062
647,9.183988
648,8.697855
649,12.429507
650,14.786236
651,12.305578
652,9.544696
653,9.032747
654,8.062597
655,9.352603
656,8.78965
657,10.096895
658,9.125666
659,9.321032
660,8.353032
661,8.602757
662,8.945258
663,8.136314
664,8.150246
665,8.853207
666,8.88507
667,9.077962
668,9.682672
669,8.705277
670,9.415998
671,8.886484
672,8.876191
673,9.595401
674,10.823296
675,15.182406
676,11.756873
677,8.832743
678,7.788975
679,8.710195
680,7.774986
681,9.557227
682,8.83135
683,7.887733
684,8.536396
685,9.456946
686,8.570525
687,8.764321
688,8.696001
689,8.840401
690,7.805701
691,8.866739
692,8.518243
693,10.784663
694,8.708954
695,8.532968
696,9.452571
697,8.706445
698,9.393094
699,11.369232
700,15.820351
701,11.482496
702,9.37859
703,9.403274
704,8.4248
705,8.595129
706,8.948356
707,8.981988
708,7.80005
709,8.596218
710,7.832699
711,7.930952
712,7.961588
713,9.140398
714,9.354156
715,9.975718
716,8.210661
717,7.665232
718,7.546225
719,9.18504
720,7.103614
721,7.860807
722,7.681986
723,9.61252
